sentence	sentiment
想给他照点照片	neutral
可翻转英寸万像素液晶屏	neutral
充满后张	neutral
色彩不正及过渡不好外盖分成了三部分	positive
出来后我是成都第一批购买的	neutral
施主你咋么看	neutral
觉得电池续航能力很一般	negative
恐怕就要使用中灰镜了	neutral
绝对没有拿的那种荣耀感	neutral
头做工扎实	neutral
保证室内拍摄的效果可以类似慢同步一般的	neutral
颜色挺鲜艳的	positive
可是定焦也太小气了	negative
其次是对焦点的选择	neutral
有可能是的	neutral
档的超级功能木有了	negative
原来宾得测光的软肋	neutral
经过简单的试用	neutral
你可以轻易用手动镜头拍摄锐利的片子附加测光更加准确的帮助	neutral
炒冷饭的工业设计真是倒退了三十年	negative
对于风景爱好者不错	neutral
就是一台没有电话功能其次是那个主拨盘	positive
不过对大光比的控制方面明显不如全副软件不太好使	negative
的图缩到就基本看不到了	neutral
不过摄影爱好者似乎并不怎么买著名设计师的账	neutral
它的原配电池只有	positive
高感性能强大	positive
我觉得也不错	neutral
只是不能回放	neutral
建议还是买	neutral
毕竟也老了	neutral
软件不太好使	negative
关于关注和争议颇多的个对焦点问题	neutral
屏幕太破了价格对我来说也贵了	positive
而腾龙出片我个人感觉比较像一个数码记录图像个人觉得做工不如	negative
最喜欢和可赞的是他的操作性	positive
没有拿着那种优越感了	neutral
高感就不要太奢求了有时候界面操作都会有些许延时现象	positive
档案算蛮小的风景摄影表现一般	negative
不过手感一般而且很象没有录像	positive
半按快门锁定	neutral
中庸的色彩和较小的反差度的照片风格适合绝大多数人的口味	positive
可能我就会更加容易找到自己的定位	neutral
尤其是机背设计的改变	neutral
玩过的小机器里面感觉成像最好的还是的系列	positive
至少比一系好看	neutral
又能拍多少张	neutral
操作系统反映速度很慢	negative
每个机型上市	neutral
窃以为还是的软件功底差了目前价位还是高于的	negative
的无论是对焦速度暗部对焦能力还是合焦成功率	positive
奥巴的机器握感都不好	negative
不讨眼球	neutral
小黑虽然部分焦段锐度跟不上只是控制和手感恐怕没有这么舒服	positive
尤其是聚会或打鸟	neutral
奥巴的机器握感都不好缺点是体积略大	negative
在使用标头的情况下	neutral
画质高感低感全部都将杀得爹妈都不认识了	positive
价格也最高结果对焦和色彩让人失望	negative
整体感觉就是一入门机的样子只有一个外置接口	negative
对焦慢而且使用速度狂慢我用的是苹果一体机	positive
外形比较时尚	positive
连拍/处理器	neutral
相机设计的问题之一	neutral
松下出来的图片的比对度的确有点不够和开头的机器甚至开头的机器都不相符的塑料卡口	negative
尽管手里的玩具足够多了	neutral
说明他的电子设计和技术较低端没有功能	negative
还有一条	neutral
你总感觉的倍变焦是骗人的很多人觉得造型很怪异	positive
屏幕用这么差的材料不喜欢闪光灯的设计	negative
但是长焦是外变焦和开头的机器甚至开头的机器都不相符的塑料卡口	positive
和比好太多	neutral
感觉看不出噪点左上角的拨盘看上去仍然很幼稚	negative
虽然静音旋钮可以避免一部分按键声音录到视频里	neutral
加上色散重	neutral
拍了一会	neutral
光圈意味着什么	positive
尤其光线好的情况下	neutral
对焦点选择不是很方便	negative
这是很多帖子没提到的问题	neutral
续航够了	positive
耗电还可以状态下	neutral
总的来说用来拍人像肤色怪怪的照远景效果比许多机子差	negative
比起的相差不大	neutral
倍的拉近感还是不错的	positive
这两点都赢三星电池其余也不差	neutral
对焦模式	neutral
一来防滑更好	neutral
机身中配不上这枚镜头	neutral
最后	neutral
进之前知道有一部才万元左右	neutral
我通常很少用到以上的光圈	neutral
画面也惨不忍睹档的超级功能木有了	negative
甚至我觉得不如那么干脆果断	neutral
便宜好用的自动镜头少	negative
可以让你充分享受摄影的乐趣	neutral
看着取景器里的对焦点从模糊清晰模糊清晰的过程的确有砸机冲动想问问为什么的照片这么小啊	positive
先对焦后构图速度太慢且容易焦点偏移虽说不太认同感动家的机身设计	negative
不是可以替代的关系	neutral
真是台强制我不要乱按快门的好机器啊有时候界面操作都会有些许延时现象	positive
都用过了	neutral
高感给人的感觉很精细	positive
景深预览键没有六的手动对焦环是假的是对焦环不是变焦环它的手动变焦环很爽	negative
做工也不错	positive
减少了/的菜单内容	neutral
洞妖的明显要慢于的如果能忍受它缓慢的存储速度的话	negative
很多时候不看说明书还真不明白其作用是什么	neutral
防抖	neutral
图像很硬真是台强制我不要乱按快门的好机器啊	positive
电池太渣开机慢大概秒以上	negative
连说明书都没有看过	neutral
就马上出清了配备	neutral
艺术效果拍摄时拖尾严重感觉看不出噪点	negative
本来是想重点看	neutral
和也是相差不多	neutral
开机慢大概秒以上的工业设计到底怎么了	positive
抓上就跑	neutral
如果在它的曲线图提示下你根据情况相应调节画面的效果会得到很大的改善	neutral
所以觉得震惊	neutral
基本没用的手感虽然少了的厚重感	positive
我最不满意的是那个删除键画面颗粒感较强	negative
我手持拍摄的出片率较低但在大光圈长焦和闪光灯上还有不足	positive
作为完成了幅大底对焦速度革命的里程碑级的机型	neutral
持握感	neutral
的电子技术确实不高不深存储速度慢	positive
显示的内容比起更详细	neutral
也是如此的设计	negative
	neutral
店里零售价格约人民币	neutral
这个怎么解决	neutral
虽然与仍有一定差距但已经比快了不少	neutral
很幸运地成为了第一批试用者	neutral
表现在波轮的阻尼按钮布局以及显示屏质量等细节方面	positive
用起来灰常舒服	neutral
直出太差了没有任何提示和显示	positive
保证画质细腻	positive
就一姐夫机的大小像素密度太密了	positive
正面太滑但是长焦是外变焦	positive
也具有类似的功能	neutral
第一感受就是脖子减负了	neutral
边缘对焦还是比较容易拉风箱我是从来不敢使用以上的感光度去拍人像的	positive
二是体型偏大了但是阳光下的远景分辨率说句不好听的就像手机拍的一样而且紫边也不小	negative
其实我想发表一下自己的看法	neutral
/的快门大家都非常郁闷松下出来的图片的比对度的确有点不够	negative
偶尔出现拉风箱的现象也是正常的	neutral
你总感觉的倍变焦是骗人的	negative
手感操控性能画质已然全面落后而且很象没有录像	negative
内闪在应急的时候对我来说太重要了哎	neutral
下面简要说说自己的感想	neutral
就像手机拍照那种声音	neutral
你必须上	neutral
但对别人也许是优点	neutral
也新增了存储方式的显示内容	neutral
玩了半年就出掉了主要是边缘成像太差色散严重	negative
因为都是在车里	neutral
最烦人的是不能全时手动画质偏软	negative
比较慢	neutral
用过/系统的人绝对会受不了的触摸屏	negative
但体积不小但在基本的锐利度表现	negative
真的就是系统慢了点全副镜头在上广角损失严重	positive
最不满意的也就对焦系统了拍出来的照片色调有些奇怪	negative
带来的问题就是握持感感觉手柄还是略小	negative
有时候界面操作都会有些许延时现象但是像素比较低现在觉得我完全不需要高像素这点下面我会解释	negative
最短是在之间	neutral
优点和缺点似乎都比较突出	neutral
现在这个样子怎么看怎么像镜头长倒过来似的不过感觉快门很涩	positive
但是也没有说强到一塌糊涂	neutral
可能握持上不是太舒服而且定价太高了	positive
色彩不够鲜艳画面颗粒感较强	negative
年我去智利百内国家公园时	neutral
体积太大也是如此的设计	positive
洞妖的压缩率大于的	neutral
机身做工	neutral
对焦烂也就算了拍出人物的皮肤较硬	negative
低感光度拍摄的图像犀利清晰层次好	positive
用的是高速卡	neutral
持续连拍时胜出	positive
电子取景器有时滞比如确实有一定的进灰问题	negative
外接闪光灯真丑真的就是系统慢了点	negative
似乎码率不够但是强劲的机能会弥补画质的不足	negative
这是镜头太水的原因就是不太方便	positive
可新机把整个上部都做得浑圆	neutral
快门声音真心不好听	negative
才是他的强项	neutral
用的时候快门声音很怪密封不好等	negative
那感觉和效果是脚底抹油也赶不上机背液晶屏竟然是塑料的	negative
大概和主流微单维持在个水平	neutral
还说是为环保	neutral
个人认为这也是优于的地方	neutral
以及蔡司镜头的标识	neutral
谈谈使用感受	neutral
就是不太方便和的比似乎就少了点相位对焦点	negative
相当不错	neutral
拨轮的设计	neutral
并做出了锯齿等	neutral
然后曝光不够的情况下才会跳到和	neutral
果断	neutral
和相比有点肉	neutral
就是快门声音不怎么样色彩不偏差	negative
是看不到照片文件的	neutral
这个细微的修改确实可以获得更好的使用感受	neutral
有时候界面操作都会有些许延时现象的手感虽然少了的厚重感	negative
